t, , t, , t, , t, , t, , t, , 
7.380000, 1.026626e+01,7.380000, 1.294225e+01,7.380000, 1.340198e+01,7.380000, 1.307400e+01,7.380000, 1.514725e+01,7.380000, 1.191705e+01,
7.390000, 1.050109e+01,7.390000, 1.266313e+01,7.390000, 1.293292e+01,7.390000, 1.296862e+01,7.390000, 1.572749e+01,7.390000, 1.169348e+01,
7.400000, 1.072683e+01,7.400000, 1.210185e+01,7.400000, 1.232022e+01,7.400000, 1.289065e+01,7.400000, 1.630003e+01,7.400000, 1.186626e+01,
7.410000, 1.095257e+01,7.410000, 1.154057e+01,7.410000, 1.170753e+01,7.410000, 1.281269e+01,7.410000, 1.687257e+01,7.410000, 1.203905e+01,
7.420000, 1.117831e+01,7.420000, 1.097930e+01,7.420000, 1.109483e+01,7.420000, 1.273473e+01,7.420000, 1.744511e+01,7.420000, 1.221184e+01,
7.430000, 1.140405e+01,7.430000, 1.041802e+01,7.430000, 1.048213e+01,7.430000, 1.265677e+01,7.430000, 1.801766e+01,7.430000, 1.238463e+01,
7.440000, 1.149025e+01,7.440000, 1.001185e+01,7.440000, 1.040395e+01,7.440000, 1.266086e+01,7.440000, 1.823387e+01,7.440000, 1.278814e+01,
7.450000, 1.146378e+01,7.450000, 9.730894e+00,7.450000, 1.075732e+01,7.450000, 1.273121e+01,7.450000, 1.816239e+01,7.450000, 1.337791e+01,
7.460000, 1.143731e+01,7.460000, 9.449941e+00,7.460000, 1.111069e+01,7.460000, 1.280156e+01,7.460000, 1.809092e+01,7.460000, 1.396769e+01,
7.470000, 1.141084e+01,7.470000, 9.168988e+00,7.470000, 1.146406e+01,7.470000, 1.287190e+01,7.470000, 1.801944e+01,7.470000, 1.455747e+01,
7.480000, 1.138438e+01,7.480000, 8.888035e+00,7.480000, 1.181744e+01,7.480000, 1.294225e+01,7.480000, 1.794796e+01,7.480000, 1.514725e+01,
7.490000, 1.120468e+01,7.490000, 8.804942e+00,7.490000, 1.216708e+01,7.490000, 1.266313e+01,7.490000, 1.750160e+01,7.490000, 1.572749e+01,
7.500000, 1.090128e+01,7.500000, 8.881595e+00,7.500000, 1.251372e+01,7.500000, 1.210185e+01,7.500000, 1.675257e+01,7.500000, 1.630003e+01,
7.510000, 1.059787e+01,7.510000, 8.958248e+00,7.510000, 1.286035e+01,7.510000, 1.154057e+01,7.510000, 1.600354e+01,7.510000, 1.687257e+01,
7.520000, 1.029447e+01,7.520000, 9.034901e+00,7.520000, 1.320699e+01,7.520000, 1.097930e+01,7.520000, 1.525451e+01,7.520000, 1.744511e+01,
7.530000, 9.991060e+00,7.530000, 9.111554e+00,7.530000, 1.355363e+01,7.530000, 1.041802e+01,7.530000, 1.450548e+01,7.530000, 1.801766e+01,
7.540000, 9.926700e+00,7.540000, 9.281949e+00,7.540000, 1.363138e+01,7.540000, 1.001185e+01,7.540000, 1.434347e+01,7.540000, 1.823387e+01,
7.550000, 1.005534e+01,7.550000, 9.528027e+00,7.550000, 1.349203e+01,7.550000, 9.730894e+00,7.550000, 1.465540e+01,7.550000, 1.816239e+01,
7.560000, 1.018397e+01,7.560000, 9.774104e+00,7.560000, 1.335269e+01,7.560000, 9.449941e+00,7.560000, 1.496732e+01,7.560000, 1.809092e+01,
7.570000, 1.031261e+01,7.570000, 1.002018e+01,7.570000, 1.321334e+01,7.570000, 9.168988e+00,7.570000, 1.527925e+01,7.570000, 1.801944e+01,
7.580000, 1.044125e+01,7.580000, 1.026626e+01,7.580000, 1.307400e+01,7.580000, 8.888035e+00,7.580000, 1.559117e+01,7.580000, 1.794796e+01,
7.590000, 1.050241e+01,7.590000, 1.050109e+01,7.590000, 1.296862e+01,7.590000, 8.804942e+00,7.590000, 1.573470e+01,7.590000, 1.750160e+01,
7.600000, 1.050909e+01,7.600000, 1.072683e+01,7.600000, 1.289065e+01,7.600000, 8.881595e+00,7.600000, 1.574228e+01,7.600000, 1.675257e+01,
7.610000, 1.051577e+01,7.610000, 1.095257e+01,7.610000, 1.281269e+01,7.610000, 8.958248e+00,7.610000, 1.574985e+01,7.610000, 1.600354e+01,
7.620000, 1.052245e+01,7.620000, 1.117831e+01,7.620000, 1.273473e+01,7.620000, 9.034901e+00,7.620000, 1.575743e+01,7.620000, 1.525451e+01,
7.630000, 1.052914e+01,7.630000, 1.140405e+01,7.630000, 1.265677e+01,7.630000, 9.111554e+00,7.630000, 1.576500e+01,7.630000, 1.450548e+01,
7.640000, 1.055446e+01,7.640000, 1.149025e+01,7.640000, 1.266086e+01,7.640000, 9.281949e+00,7.640000, 1.582412e+01,7.640000, 1.434347e+01,
7.650000, 1.059485e+01,7.650000, 1.146378e+01,7.650000, 1.273121e+01,7.650000, 9.528027e+00,7.650000, 1.592486e+01,7.650000, 1.465540e+01,
7.660000, 1.063523e+01,7.660000, 1.143731e+01,7.660000, 1.280156e+01,7.660000, 9.774104e+00,7.660000, 1.602559e+01,7.660000, 1.496732e+01,
7.670000, 1.067561e+01,7.670000, 1.141084e+01,7.670000, 1.287190e+01,7.670000, 1.002018e+01,7.670000, 1.612633e+01,7.670000, 1.527925e+01,
7.680000, 1.071599e+01,7.680000, 1.138438e+01,7.680000, 1.294225e+01,7.680000, 1.026626e+01,7.680000, 1.622706e+01,7.680000, 1.559117e+01,
7.690000, 1.077304e+01,7.690000, 1.120468e+01,7.690000, 1.266313e+01,7.690000, 1.050109e+01,7.690000, 1.637102e+01,7.690000, 1.573470e+01,
7.700000, 1.084356e+01,7.700000, 1.090128e+01,7.700000, 1.210185e+01,7.700000, 1.072683e+01,7.700000, 1.654986e+01,7.700000, 1.574228e+01,
7.710000, 1.091407e+01,7.710000, 1.059787e+01,7.710000, 1.154057e+01,7.710000, 1.095257e+01,7.710000, 1.672870e+01,7.710000, 1.574985e+01,
7.720000, 1.098458e+01,7.720000, 1.029447e+01,7.720000, 1.097930e+01,7.720000, 1.117831e+01,7.720000, 1.690755e+01,7.720000, 1.575743e+01,
7.730000, 1.105510e+01,7.730000, 9.991060e+00,7.730000, 1.041802e+01,7.730000, 1.140405e+01,7.730000, 1.708639e+01,7.730000, 1.576500e+01,
7.740000, 1.129163e+01,7.740000, 9.926700e+00,7.740000, 1.001185e+01,7.740000, 1.149025e+01,7.740000, 1.773602e+01,7.740000, 1.582412e+01,
7.750000, 1.166220e+01,7.750000, 1.005534e+01,7.750000, 9.730894e+00,7.750000, 1.146378e+01,7.750000, 1.876573e+01,7.750000, 1.592486e+01,
7.760000, 1.203277e+01,7.760000, 1.018397e+01,7.760000, 9.449941e+00,7.760000, 1.143731e+01,7.760000, 1.979544e+01,7.760000, 1.602559e+01,
7.770000, 1.240334e+01,7.770000, 1.031261e+01,7.770000, 9.168988e+00,7.770000, 1.141084e+01,7.770000, 2.082515e+01,7.770000, 1.612633e+01,
7.780000, 1.277391e+01,7.780000, 1.044125e+01,7.780000, 8.888035e+00,7.780000, 1.138438e+01,7.780000, 2.185486e+01,7.780000, 1.622706e+01,
7.790000, 1.306411e+01,7.790000, 1.050241e+01,7.790000, 8.804942e+00,7.790000, 1.120468e+01,7.790000, 2.267026e+01,7.790000, 1.637102e+01,
7.800000, 1.328941e+01,7.800000, 1.050909e+01,7.800000, 8.881595e+00,7.800000, 1.090128e+01,7.800000, 2.331263e+01,7.800000, 1.654986e+01,
7.810000, 1.351471e+01,7.810000, 1.051577e+01,7.810000, 8.958248e+00,7.810000, 1.059787e+01,7.810000, 2.395500e+01,7.810000, 1.672870e+01,
7.820000, 1.374001e+01,7.820000, 1.052245e+01,7.820000, 9.034901e+00,7.820000, 1.029447e+01,7.820000, 2.459737e+01,7.820000, 1.690755e+01,
7.830000, 1.396531e+01,7.830000, 1.052914e+01,7.830000, 9.111554e+00,7.830000, 9.991060e+00,7.830000, 2.523974e+01,7.830000, 1.708639e+01,
7.840000, 1.477779e+01,7.840000, 1.055446e+01,7.840000, 9.281949e+00,7.840000, 9.926700e+00,7.840000, 2.811999e+01,7.840000, 1.773602e+01,
7.850000, 1.606432e+01,7.850000, 1.059485e+01,7.850000, 9.528027e+00,7.850000, 1.005534e+01,7.850000, 3.280702e+01,7.850000, 1.876573e+01,
7.860000, 1.735086e+01,7.860000, 1.063523e+01,7.860000, 9.774104e+00,7.860000, 1.018397e+01,7.860000, 3.749405e+01,7.860000, 1.979544e+01,
7.870000, 1.863740e+01,7.870000, 1.067561e+01,7.870000, 1.002018e+01,7.870000, 1.031261e+01,7.870000, 4.218108e+01,7.870000, 2.082515e+01,
7.880000, 1.992393e+01,7.880000, 1.071599e+01,7.880000, 1.026626e+01,7.880000, 1.044125e+01,7.880000, 4.686811e+01,7.880000, 2.185486e+01,
7.890000, 2.063350e+01,7.890000, 1.077304e+01,7.890000, 1.050109e+01,7.890000, 1.050241e+01,7.890000, 4.937715e+01,7.890000, 2.267026e+01,
7.900000, 2.087724e+01,7.900000, 1.084356e+01,7.900000, 1.072683e+01,7.900000, 1.050909e+01,7.900000, 5.012774e+01,7.900000, 2.331263e+01,
7.910000, 2.112099e+01,7.910000, 1.091407e+01,7.910000, 1.095257e+01,7.910000, 1.051577e+01,7.910000, 5.087833e+01,7.910000, 2.395500e+01,
7.920000, 2.136473e+01,7.920000, 1.098458e+01,7.920000, 1.117831e+01,7.920000, 1.052245e+01,7.920000, 5.162893e+01,7.920000, 2.459737e+01,
7.930000, 2.160847e+01,7.930000, 1.105510e+01,7.930000, 1.140405e+01,7.930000, 1.052914e+01,7.930000, 5.237952e+01,7.930000, 2.523974e+01,
7.940000, 2.167715e+01,7.940000, 1.129163e+01,7.940000, 1.149025e+01,7.940000, 1.055446e+01,7.940000, 5.254569e+01,7.940000, 2.811999e+01,
7.950000, 2.160448e+01,7.950000, 1.166220e+01,7.950000, 1.146378e+01,7.950000, 1.059485e+01,7.950000, 5.224002e+01,7.950000, 3.280702e+01,
7.960000, 2.153181e+01,7.960000, 1.203277e+01,7.960000, 1.143731e+01,7.960000, 1.063523e+01,7.960000, 5.193435e+01,7.960000, 3.749405e+01,
7.970000, 2.145915e+01,7.970000, 1.240334e+01,7.970000, 1.141084e+01,7.970000, 1.067561e+01,7.970000, 5.162867e+01,7.970000, 4.218108e+01,
7.980000, 2.138648e+01,7.980000, 1.277391e+01,7.980000, 1.138438e+01,7.980000, 1.071599e+01,7.980000, 5.132300e+01,7.980000, 4.686811e+01,
7.990000, 2.121064e+01,7.990000, 1.306411e+01,7.990000, 1.120468e+01,7.990000, 1.077304e+01,7.990000, 5.063169e+01,7.990000, 4.937715e+01,
8.000000, 2.095152e+01,8.000000, 1.328941e+01,8.000000, 1.090128e+01,8.000000, 1.084356e+01,8.000000, 4.962901e+01,8.000000, 5.012774e+01,
8.010000, 2.069239e+01,8.010000, 1.351471e+01,8.010000, 1.059787e+01,8.010000, 1.091407e+01,8.010000, 4.862634e+01,8.010000, 5.087833e+01,
8.020000, 2.043326e+01,8.020000, 1.374001e+01,8.020000, 1.029447e+01,8.020000, 1.098458e+01,8.020000, 4.762366e+01,8.020000, 5.162893e+01,
8.030000, 2.017414e+01,8.030000, 1.396531e+01,8.030000, 9.991060e+00,8.030000, 1.105510e+01,8.030000, 4.662099e+01,8.030000, 5.237952e+01,
8.040000, 1.965645e+01,8.040000, 1.477779e+01,8.040000, 9.926700e+00,8.040000, 1.129163e+01,8.040000, 4.475101e+01,8.040000, 5.254569e+01,
8.050000, 1.893001e+01,8.050000, 1.606432e+01,8.050000, 1.005534e+01,8.050000, 1.166220e+01,8.050000, 4.218081e+01,8.050000, 5.224002e+01,
8.060000, 1.820358e+01,8.060000, 1.735086e+01,8.060000, 1.018397e+01,8.060000, 1.203277e+01,8.060000, 3.961060e+01,8.060000, 5.193435e+01,
8.070000, 1.747714e+01,8.070000, 1.863740e+01,8.070000, 1.031261e+01,8.070000, 1.240334e+01,8.070000, 3.704040e+01,8.070000, 5.162867e+01,
8.080000, 1.675070e+01,8.080000, 1.992393e+01,8.080000, 1.044125e+01,8.080000, 1.277391e+01,8.080000, 3.447019e+01,8.080000, 5.132300e+01,
8.090000, 1.622451e+01,8.090000, 2.063350e+01,8.090000, 1.050241e+01,8.090000, 1.306411e+01,8.090000, 3.264209e+01,8.090000, 5.063169e+01,
8.100000, 1.585997e+01,8.100000, 2.087724e+01,8.100000, 1.050909e+01,8.100000, 1.328941e+01,8.100000, 3.141312e+01,8.100000, 4.962901e+01,
8.110000, 1.549544e+01,8.110000, 2.112099e+01,8.110000, 1.051577e+01,8.110000, 1.351471e+01,8.110000, 3.018416e+01,8.110000, 4.862634e+01,
8.120000, 1.513091e+01,8.120000, 2.136473e+01,8.120000, 1.052245e+01,8.120000, 1.374001e+01,8.120000, 2.895520e+01,8.120000, 4.762366e+01,
8.130000, 1.476638e+01,8.130000, 2.160847e+01,8.130000, 1.052914e+01,8.130000, 1.396531e+01,8.130000, 2.772624e+01,8.130000, 4.662099e+01,
8.140000, 1.435332e+01,8.140000, 2.167715e+01,8.140000, 1.055446e+01,8.140000, 1.477779e+01,8.140000, 2.645677e+01,8.140000, 4.475101e+01,
8.150000, 1.390109e+01,8.150000, 2.160448e+01,8.150000, 1.059485e+01,8.150000, 1.606432e+01,8.150000, 2.515461e+01,8.150000, 4.218081e+01,
8.160000, 1.344885e+01,8.160000, 2.153181e+01,8.160000, 1.063523e+01,8.160000, 1.735086e+01,8.160000, 2.385245e+01,8.160000, 3.961060e+01,
8.170000, 1.299662e+01,8.170000, 2.145915e+01,8.170000, 1.067561e+01,8.170000, 1.863740e+01,8.170000, 2.255029e+01,8.170000, 3.704040e+01,
8.180000, 1.254439e+01,8.180000, 2.138648e+01,8.180000, 1.071599e+01,8.180000, 1.992393e+01,8.180000, 2.124812e+01,8.180000, 3.447019e+01,
8.190000, 1.218556e+01,8.190000, 2.121064e+01,8.190000, 1.077304e+01,8.190000, 2.063350e+01,8.190000, 2.023414e+01,8.190000, 3.264209e+01,
8.200000, 1.190215e+01,8.200000, 2.095152e+01,8.200000, 1.084356e+01,8.200000, 2.087724e+01,8.200000, 1.945284e+01,8.200000, 3.141312e+01,
8.210000, 1.161874e+01,8.210000, 2.069239e+01,8.210000, 1.091407e+01,8.210000, 2.112099e+01,8.210000, 1.867153e+01,8.210000, 3.018416e+01,
8.220000, 1.133533e+01,8.220000, 2.043326e+01,8.220000, 1.098458e+01,8.220000, 2.136473e+01,8.220000, 1.789022e+01,8.220000, 2.895520e+01,
8.230000, 1.105192e+01,8.230000, 2.017414e+01,8.230000, 1.105510e+01,8.230000, 2.160847e+01,8.230000, 1.710891e+01,8.230000, 2.772624e+01,
8.240000, 1.074288e+01,8.240000, 1.965645e+01,8.240000, 1.129163e+01,8.240000, 2.167715e+01,8.240000, 1.632487e+01,8.240000, 2.645677e+01,
8.250000, 1.041316e+01,8.250000, 1.893001e+01,8.250000, 1.166220e+01,8.250000, 2.160448e+01,8.250000, 1.553862e+01,8.250000, 2.515461e+01,
8.260000, 1.008343e+01,8.260000, 1.820358e+01,8.260000, 1.203277e+01,8.260000, 2.153181e+01,8.260000, 1.475236e+01,8.260000, 2.385245e+01,
8.270000, 9.753702e+00,8.270000, 1.747714e+01,8.270000, 1.240334e+01,8.270000, 2.145915e+01,8.270000, 1.396611e+01,8.270000, 2.255029e+01,
8.280000, 9.423975e+00,8.280000, 1.675070e+01,8.280000, 1.277391e+01,8.280000, 2.138648e+01,8.280000, 1.317986e+01,8.280000, 2.124812e+01,
8.290000, 9.047520e+00,8.290000, 1.622451e+01,8.290000, 1.306411e+01,8.290000, 2.121064e+01,8.290000, 1.234440e+01,8.290000, 2.023414e+01,
8.300000, 8.633339e+00,8.300000, 1.585997e+01,8.300000, 1.328941e+01,8.300000, 2.095152e+01,8.300000, 1.146922e+01,8.300000, 1.945284e+01,
8.310000, 8.219159e+00,8.310000, 1.549544e+01,8.310000, 1.351471e+01,8.310000, 2.069239e+01,8.310000, 1.059404e+01,8.310000, 1.867153e+01,
8.320000, 7.804978e+00,8.320000, 1.513091e+01,8.320000, 1.374001e+01,8.320000, 2.043326e+01,8.320000, 9.718858e+00,8.320000, 1.789022e+01,
8.330000, 7.390797e+00,8.330000, 1.476638e+01,8.330000, 1.396531e+01,8.330000, 2.017414e+01,8.330000, 8.843677e+00,8.330000, 1.710891e+01,
8.340000, 7.187906e+00,8.340000, 1.435332e+01,8.340000, 1.477779e+01,8.340000, 1.965645e+01,8.340000, 8.410417e+00,8.340000, 1.632487e+01,
8.350000, 7.155602e+00,8.350000, 1.390109e+01,8.350000, 1.606432e+01,8.350000, 1.893001e+01,8.350000, 8.333946e+00,8.350000, 1.553862e+01,
8.360000, 7.123297e+00,8.360000, 1.344885e+01,8.360000, 1.735086e+01,8.360000, 1.820358e+01,8.360000, 8.257476e+00,8.360000, 1.475236e+01,
8.370000, 7.090993e+00,8.370000, 1.299662e+01,8.370000, 1.863740e+01,8.370000, 1.747714e+01,8.370000, 8.181005e+00,8.370000, 1.396611e+01,
8.380000, 7.058689e+00,8.380000, 1.254439e+01,8.380000, 1.992393e+01,8.380000, 1.675070e+01,8.380000, 8.104535e+00,8.380000, 1.317986e+01,
8.390000, 7.199705e+00,8.390000, 1.218556e+01,8.390000, 2.063350e+01,8.390000, 1.622451e+01,8.390000, 8.391114e+00,8.390000, 1.234440e+01,
8.400000, 7.480655e+00,8.400000, 1.190215e+01,8.400000, 2.087724e+01,8.400000, 1.585997e+01,8.400000, 8.970807e+00,8.400000, 1.146922e+01,
8.410000, 7.761604e+00,8.410000, 1.161874e+01,8.410000, 2.112099e+01,8.410000, 1.549544e+01,8.410000, 9.550499e+00,8.410000, 1.059404e+01,
8.420000, 8.042553e+00,8.420000, 1.133533e+01,8.420000, 2.136473e+01,8.420000, 1.513091e+01,8.420000, 1.013019e+01,8.420000, 9.718858e+00,
8.430000, 8.323502e+00,8.430000, 1.105192e+01,8.430000, 2.160847e+01,8.430000, 1.476638e+01,8.430000, 1.070988e+01,8.430000, 8.843677e+00,
8.440000, 8.584296e+00,8.440000, 1.074288e+01,8.440000, 2.167715e+01,8.440000, 1.435332e+01,8.440000, 1.126985e+01,8.440000, 8.410417e+00,
8.450000, 8.828819e+00,8.450000, 1.041316e+01,8.450000, 2.160448e+01,8.450000, 1.390109e+01,8.450000, 1.181389e+01,8.450000, 8.333946e+00,
8.460000, 9.073342e+00,8.460000, 1.008343e+01,8.460000, 2.153181e+01,8.460000, 1.344885e+01,8.460000, 1.235793e+01,8.460000, 8.257476e+00,
8.470000, 9.317865e+00,8.470000, 9.753702e+00,8.470000, 2.145915e+01,8.470000, 1.299662e+01,8.470000, 1.290198e+01,8.470000, 8.181005e+00,
8.480000, 9.562388e+00,8.480000, 9.423975e+00,8.480000, 2.138648e+01,8.480000, 1.254439e+01,8.480000, 1.344602e+01,8.480000, 8.104535e+00,
8.490000, 9.775720e+00,8.490000, 9.047520e+00,8.490000, 2.121064e+01,8.490000, 1.218556e+01,8.490000, 1.394182e+01,8.490000, 8.391114e+00,
8.500000, 9.963870e+00,8.500000, 8.633339e+00,8.500000, 2.095152e+01,8.500000, 1.190215e+01,8.500000, 1.439867e+01,8.500000, 8.970807e+00,
8.510000, 1.015202e+01,8.510000, 8.219159e+00,8.510000, 2.069239e+01,8.510000, 1.161874e+01,8.510000, 1.485552e+01,8.510000, 9.550499e+00,
8.520000, 1.034017e+01,8.520000, 7.804978e+00,8.520000, 2.043326e+01,8.520000, 1.133533e+01,8.520000, 1.531238e+01,8.520000, 1.013019e+01,
8.530000, 1.052832e+01,8.530000, 7.390797e+00,8.530000, 2.017414e+01,8.530000, 1.105192e+01,8.530000, 1.576923e+01,8.530000, 1.070988e+01,
8.540000, 1.076013e+01,8.540000, 7.187906e+00,8.540000, 1.965645e+01,8.540000, 1.074288e+01,8.540000, 1.636160e+01,8.540000, 1.126985e+01,
8.550000, 1.102719e+01,8.550000, 7.155602e+00,8.550000, 1.893001e+01,8.550000, 1.041316e+01,8.550000, 1.706338e+01,8.550000, 1.181389e+01,
8.560000, 1.129425e+01,8.560000, 7.123297e+00,8.560000, 1.820358e+01,8.560000, 1.008343e+01,8.560000, 1.776516e+01,8.560000, 1.235793e+01,
8.570000, 1.156131e+01,8.570000, 7.090993e+00,8.570000, 1.747714e+01,8.570000, 9.753702e+00,8.570000, 1.846693e+01,8.570000, 1.290198e+01,
8.580000, 1.182837e+01,8.580000, 7.058689e+00,8.580000, 1.675070e+01,8.580000, 9.423975e+00,8.580000, 1.916871e+01,8.580000, 1.344602e+01,
8.590000, 1.207030e+01,8.590000, 7.199705e+00,8.590000, 1.622451e+01,8.590000, 9.047520e+00,8.590000, 1.982230e+01,8.590000, 1.394182e+01,
8.600000, 1.229193e+01,8.600000, 7.480655e+00,8.600000, 1.585997e+01,8.600000, 8.633339e+00,8.600000, 2.043697e+01,8.600000, 1.439867e+01,
8.610000, 1.251357e+01,8.610000, 7.761604e+00,8.610000, 1.549544e+01,8.610000, 8.219159e+00,8.610000, 2.105164e+01,8.610000, 1.485552e+01,
8.620000, 1.273520e+01,8.620000, 8.042553e+00,8.620000, 1.513091e+01,8.620000, 7.804978e+00,8.620000, 2.166631e+01,8.620000, 1.531238e+01,
8.630000, 1.295683e+01,8.630000, 8.323502e+00,8.630000, 1.476638e+01,8.630000, 7.390797e+00,8.630000, 2.228098e+01,8.630000, 1.576923e+01,
8.640000, 1.275295e+01,8.640000, 8.584296e+00,8.640000, 1.435332e+01,8.640000, 7.187906e+00,8.640000, 2.178057e+01,8.640000, 1.636160e+01,
8.650000, 1.220553e+01,8.650000, 8.828819e+00,8.650000, 1.390109e+01,8.650000, 7.155602e+00,8.650000, 2.037988e+01,8.650000, 1.706338e+01,
8.660000, 1.165810e+01,8.660000, 9.073342e+00,8.660000, 1.344885e+01,8.660000, 7.123297e+00,8.660000, 1.897919e+01,8.660000, 1.776516e+01,
8.670000, 1.111068e+01,8.670000, 9.317865e+00,8.670000, 1.299662e+01,8.670000, 7.090993e+00,8.670000, 1.757850e+01,8.670000, 1.846693e+01,
8.680000, 1.056325e+01,8.680000, 9.562388e+00,8.680000, 1.254439e+01,8.680000, 7.058689e+00,8.680000, 1.617780e+01,8.680000, 1.916871e+01,
8.690000, 1.012289e+01,8.690000, 9.775720e+00,8.690000, 1.218556e+01,8.690000, 7.199705e+00,8.690000, 1.506355e+01,8.690000, 1.982230e+01,
8.700000, 9.768973e+00,8.700000, 9.963870e+00,8.700000, 1.190215e+01,8.700000, 7.480655e+00,8.700000, 1.418054e+01,8.700000, 2.043697e+01,
8.710000, 9.415053e+00,8.710000, 1.015202e+01,8.710000, 1.161874e+01,8.710000, 7.761604e+00,8.710000, 1.329754e+01,8.710000, 2.105164e+01,
8.720000, 9.061134e+00,8.720000, 1.034017e+01,8.720000, 1.133533e+01,8.720000, 8.042553e+00,8.720000, 1.241453e+01,8.720000, 2.166631e+01,
8.730000, 8.707214e+00,8.730000, 1.052832e+01,8.730000, 1.105192e+01,8.730000, 8.323502e+00,8.730000, 1.153153e+01,8.730000, 2.228098e+01,
8.740000, 8.494630e+00,8.740000, 1.076013e+01,8.740000, 1.074288e+01,8.740000, 8.584296e+00,8.740000, 1.102084e+01,8.740000, 2.178057e+01,
8.750000, 8.396155e+00,8.750000, 1.102719e+01,8.750000, 1.041316e+01,8.750000, 8.828819e+00,8.750000, 1.081076e+01,8.750000, 2.037988e+01,
8.760000, 8.297680e+00,8.760000, 1.129425e+01,8.760000, 1.008343e+01,8.760000, 9.073342e+00,8.760000, 1.060068e+01,8.760000, 1.897919e+01,
8.770000, 8.199205e+00,8.770000, 1.156131e+01,8.770000, 9.753702e+00,8.770000, 9.317865e+00,8.770000, 1.039060e+01,8.770000, 1.757850e+01,
8.780000, 8.100730e+00,8.780000, 1.182837e+01,8.780000, 9.423975e+00,8.780000, 9.562388e+00,8.780000, 1.018052e+01,8.780000, 1.617780e+01,
8.790000, 7.860246e+00,8.790000, 1.207030e+01,8.790000, 9.047520e+00,8.790000, 9.775720e+00,8.790000, 9.719665e+00,8.790000, 1.506355e+01,
8.800000, 7.505108e+00,8.800000, 1.229193e+01,8.800000, 8.633339e+00,8.800000, 9.963870e+00,8.800000, 9.056345e+00,8.800000, 1.418054e+01,
8.810000, 7.149971e+00,8.810000, 1.251357e+01,8.810000, 8.219159e+00,8.810000, 1.015202e+01,8.810000, 8.393025e+00,8.810000, 1.329754e+01,
8.820000, 6.794833e+00,8.820000, 1.273520e+01,8.820000, 7.804978e+00,8.820000, 1.034017e+01,8.820000, 7.729705e+00,8.820000, 1.241453e+01,
8.830000, 6.439696e+00,8.830000, 1.295683e+01,8.830000, 7.390797e+00,8.830000, 1.052832e+01,8.830000, 7.066385e+00,8.830000, 1.153153e+01,
8.840000, 6.367587e+00,8.840000, 1.275295e+01,8.840000, 7.187906e+00,8.840000, 1.076013e+01,8.840000, 6.927414e+00,8.840000, 1.102084e+01,
8.850000, 6.523985e+00,8.850000, 1.220553e+01,8.850000, 7.155602e+00,8.850000, 1.102719e+01,8.850000, 7.211782e+00,8.850000, 1.081076e+01,
8.860000, 6.680384e+00,8.860000, 1.165810e+01,8.860000, 7.123297e+00,8.860000, 1.129425e+01,8.860000, 7.496151e+00,8.860000, 1.060068e+01,
8.870000, 6.836782e+00,8.870000, 1.111068e+01,8.870000, 7.090993e+00,8.870000, 1.156131e+01,8.870000, 7.780519e+00,8.870000, 1.039060e+01,
8.880000, 6.993181e+00,8.880000, 1.056325e+01,8.880000, 7.058689e+00,8.880000, 1.182837e+01,8.880000, 8.064887e+00,8.880000, 1.018052e+01,
8.890000, 7.017395e+00,8.890000, 1.012289e+01,8.890000, 7.199705e+00,8.890000, 1.207030e+01,8.890000, 8.101346e+00,8.890000, 9.719665e+00,
8.900000, 6.934888e+00,8.900000, 9.768973e+00,8.900000, 7.480655e+00,8.900000, 1.229193e+01,8.900000, 7.937652e+00,8.900000, 9.056345e+00,
8.910000, 6.852382e+00,8.910000, 9.415053e+00,8.910000, 7.761604e+00,8.910000, 1.251357e+01,8.910000, 7.773958e+00,8.910000, 8.393025e+00,
8.920000, 6.769875e+00,8.920000, 9.061134e+00,8.920000, 8.042553e+00,8.920000, 1.273520e+01,8.920000, 7.610264e+00,8.920000, 7.729705e+00,
8.930000, 6.687369e+00,8.930000, 8.707214e+00,8.930000, 8.323502e+00,8.930000, 1.295683e+01,8.930000, 7.446570e+00,8.930000, 7.066385e+00,
8.940000, 6.474781e+00,8.940000, 8.494630e+00,8.940000, 8.584296e+00,8.940000, 1.275295e+01,8.940000, 7.077782e+00,8.940000, 6.927414e+00,
8.950000, 6.157171e+00,8.950000, 8.396155e+00,8.950000, 8.828819e+00,8.950000, 1.220553e+01,8.950000, 6.543407e+00,8.950000, 7.211782e+00,
8.960000, 5.839562e+00,8.960000, 8.297680e+00,8.960000, 9.073342e+00,8.960000, 1.165810e+01,8.960000, 6.009032e+00,8.960000, 7.496151e+00,
8.970000, 5.521952e+00,8.970000, 8.199205e+00,8.970000, 9.317865e+00,8.970000, 1.111068e+01,8.970000, 5.474657e+00,8.970000, 7.780519e+00,
8.980000, 5.204342e+00,8.980000, 8.100730e+00,8.980000, 9.562388e+00,8.980000, 1.056325e+01,8.980000, 4.940282e+00,8.980000, 8.064887e+00,
8.990000, 5.136537e+00,8.990000, 7.860246e+00,8.990000, 9.775720e+00,8.990000, 1.012289e+01,8.990000, 4.820508e+00,8.990000, 8.101346e+00,
9.000000, 5.270414e+00,9.000000, 7.505108e+00,9.000000, 9.963870e+00,9.000000, 9.768973e+00,9.000000, 5.035468e+00,9.000000, 7.937652e+00,
9.010000, 5.404292e+00,9.010000, 7.149971e+00,9.010000, 1.015202e+01,9.010000, 9.415053e+00,9.010000, 5.250428e+00,9.010000, 7.773958e+00,
